ID	P1Q1	P1Q2	P1Q3	P1Q4	P1Q5	P1Q6	P1Q7	P1Q8	P1Q9	P2Q1	P2Q2	P2Q3	P2Q4	P2Q5	P2Q6	P2Q7	P2Q8	P2Q9	P2Q10	P3Q1	P3Q2	P3Q3	P3Q4	P3Q5	P3Q6	P3Q7	P3Q8	P3Q9	P3Q10	P4Q1	P4Q2	P4Q3	P4Q4	P4Q5	P4Q6	P4Q7	P4Q8	P4Q9	P4Q10
296	"5
3"	E	"A, B, C"	break 56	"h
l
o"	"A, B, C"	E	"A, C, D"	"B, C, D, E"	44	50	2	"A, C, D"	"B, D"	"E, C, F, B, G, L, A"	C	A	3	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
297	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"B, D"	E	"A, D"	"A, B, C, E, F"		50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1		"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	G	"C, E"
298	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C, D"	E	"B, C, D"	"B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	10	4	5	B	C	
299	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	10	4	4	B	C	"C, E"
300	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"A, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, C, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	9	B	B	"D, E"
301	"5
3"	D	"A, B, C"	break 56	"h
l
o"	B	D	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	4	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	7	"MAD
MID
MIDTERM
MIND
MINT
"	D	4	4	10	5	9	B	G	"C, E"
302	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	3	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	6	C	E	F
303	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	hlo	B	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	6	"mad
mid
midterm
mind
mint"	B	5	4	11	4	4	B	B	"A, C, D, E"
304	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	B	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	8	4	12	B	C	"C, E"
305	"5
3"	D	"A, B, C"	break 56	hlo	B	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	E	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	4	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	3				B	E	"C, D, E"
306	"5
5"	D	"A, B, C"	b 56	"h
l
o"	B	E	"C, D"	"A, B, D, F"	44	49	2	"A, C, D"	"B, D"	"E, C, F, B, G, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"30, 26, 34, 21, 28, 54"	"A, B, C, D, E"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	25	4	4	B	C	"C, E"
307	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"A, B"	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, G, B, F, A, L"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	B	"C, E"
308	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"B, C, D, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	5	4	B	C	"C, E"
309		"D, E"	"A, C"	break 56	hlo	"A, B"	E	"A, C, D"		44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	C	2	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MINT
MIND"	B	4	3	10	4	4	B	C	"A, B, C, D"
310	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	hlo	"B, C"	E	"B, C, D"	"A, B, C, E, F"	43	49	0	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, B, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"26, 21, 34, 28, 54, 30"	"C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	4	3	B	C	"C, E"
311		D	"A, B, C"	b myprogram.cpp:56	hlo	"B, D"	E	C	"A, B, C, F"		49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, C, D"	4	4	25	4	4	B	C	"A, C, E"
312	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D, E"	"E, C, B, F, L, A, G"	C	A	2	C	"C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	B	"C, E"
313	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, B, C, D"	3	"13, 12, 18, 5, 15, 26"			B	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, C, D"	4	4	9	4	4	B	C	"C, E"
314	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	4	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	6	B	C	C
315	"5
3"	D	"A, B, C"	break myprogram.cpp:57	"h
l
o"	"B, C"	E		"A, B, D"	200	50	2	"A, B, C, D"	E	"E, C, G, B, F, L, A"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4				C	C	"A, E"
316	"7
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	C	D	"A, B"	"A, B"	44	49	4	"C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	B	4	4	10	4	5	B	C	"C, E"
317	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	D	A	"A, B, F"	0	6	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	3	1	"A, B, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	"B, D"	4	4	25	4	6	B	G	"C, E"
318	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"C, D"	"A, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	2	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM 
MINT
MIND
"	"C, D"	4	2	9	4	4	B	C	"C, E"
319	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C"	2	"13, 12, 18, 5, 15, 26"	1	2	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mind
mint"	"B, D"	4	4	11	4	11	B	G	C
320	"5
3"	"C, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
midterm
mint
mind"	B	4	4	5	5	4	B	B	"B, C, D, E"
321	"5
3"	"A, B, C, D"	"A, B, C"	b 56	"h
l
o"	B	E	"B, D"	"A, B, C, E, F"	44	10	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	3	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	24	5	5	B	B	"C, D, E"
322	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	0	"13, 12, 18, 5, 15, 26"	1	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7		"A, B, D"	4	4				B		
323	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, F"	44	48	1	"A, C, D"	"B, C, D, E"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	2	"C, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	F	5	"MAD
MID
MIDTERM
MIND
MINT
"	"A, D"	4	3	11	3	2	B	C	"C, E"
324	"5
3"	D	"A, B, C"	b 56	"h
l 
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	0	6	0	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	5	4	4	B	C	"C, D, E"
325	"5
3"	"D, E"	"A, B, C"	b 56	hlo	B	E	"B, D"	"B, C, F"	43	51	2	"A, C, D"	"B, D"	"E, C, F, B, G, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	6	4	4	B	F	"A, C"
326	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"A, B"	E	"B, C, D"	"B, C, D, F"	42	51	1	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	B	A	3	A	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C"	9	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	
327	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	B	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	"B, C, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, B, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7			5	4	9	3	3	B	C	"B, C, E"
328	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	55	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, B, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	6	6	B	C	"C, E"
329	"8
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	B	E	"B, C, D"	"B, C, E, F"	44	49	2	"A, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C"	2	"13, 12, 18, 5, 15, 26"	2	2	A	"26, 21, 34, 24, 28, 54"	"21, 28, 26, 34, 30, 54"	"A, B, C, D"	5	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	3	B	C	"A, C, E"
330	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, C, D"	E	"C, D"	"B, D"	43	99	2	"A, C, D"	"B, D"	"A, C, B, G, F, E, L"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	4	B	C	"A, B, C, E"
331	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"26, 21, 30, 28, 34, 54"	F	4	"mad
mid
midterm
mind
mint"	"B, D"	4	4	10	4	4	B	C	C
332	"5
3
"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o
"	D	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD 
MID
MIDTERM
MIND
MINT
MIDTERM"	D	4							
333	"5
3"	"D, E"	"A, B, C"	break myprogam.cpp:56	hlo	"B, C"	E	"A, D"	"A, B, F"	277	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	A	"A, C"	3	"13, 12, 18, 5, 15, 26"	3	2	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"C, D"	7	"MAD 
MID
MIDTERM
MIND 
MINT"	"B, D"	4	4	10	4	5	B	E	"C, E"
334	"5
3"	D	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	C	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	6	B	C	"C, E"
335	"5
3"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"B, C, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	B	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	1	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"A, B, C, E"
336	"5
5"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3		2	1	A	"34, 26, 54, 21, 28, 24"		"B, C, D"	4	"mad
mid
midterm
mind
mint"	E	4	4	24	4	4	B	C	
337	"5
3"	"D, E"	"A, B, C"	b 56	"h
l
o"	B	E	"B, C, D"	"A, B, C"	43	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 26, 5, 15, 18"	2	2	C		"26, 28, 34, 21, 30, 54"	"A, B, C, D"	7	"mad
mid
mint
mind
midterm"	"A, D"		3			23	B	G	"B, D, E"
338	"5
3
"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o
"	"A, B, D"	E	"B, C, D"	"A, B, D, F"	44	50	2	"A, C, D"	B	"E, C, L, B, F, A, G"	C	A	2	D	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"28, 24, 34, 21, 26, 54"	"30, 26, 34, 21, 28, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"A, B, D"	4	4	10	4	3	G	C	"A, C, D"
339	"5
3"	D	"A, B, C"	break 56	"h
l
o"	B	E	"A, B, C"	"A, B, C, E, F"	43	49	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	3	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	2	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	9	3		G	G	"A, B, C"
340	"5
3"	D	"A, B, C"	b 56	"h
l
o
"	B	E	"A, B, C, D"	"A, B, C, F"	44	100	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"C, D"	0	"13, 12, 15, 5, 18, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	2	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	24	4	3	B	B	"A, D, E"
341	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	E	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B								"34, 26, 54, 21, 28, 30"	"A, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
342	"5
3"	"A, C, D"	"A, B, C"	b myprogram.cpp:56	"h
l"	C	D	"C, D"	"E, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	4	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	1	0	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	6	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	9	5	5	B	C	E
343	"5
3"	E	"A, B, C"	b 56	"h
l
o"	"A, B, C"	E	"B, C, D"	"A, B, C, F"	44	99	2	"A, C, D"	"B, D, E"	"E, C, L, B, F, A, G"	C	B	2	"B, D"	"A, C, D"	0				D		"34, 26, 54, 21, 28, 30"	"A, B, C, D"	6	"MAD
MID
MIDTERM
MINT
MIND"	B	4	4	10	4	4	B	B	C
344	"5
3"	D	"A, B, C"	b myprogram.cpp:56	"h
l
o"	"C, D"	E	"B, C, D"	"A, B, C, F"	44	49	2	"A, C, D"	F	"E, C, F, B, G, A, L"	B	A	2	B	"A, C, D"	2	"13, 12, 18, 5, 15, 26"	2	2	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	4	4	B	C	"C, E"
345	"5
5"	D	"A, B, C"	"break myprogram.cpp:56
"	"h
l
o"	B	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, F, B, G, A, L"	C	B	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT
"	B	4	4	9	4	5	B	C	"C, E"
346	"5
3"	"D, E"	"A, B, C"							44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	9	3	5	C	C	C
347	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, D"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 24, 34, 21, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	4	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	3	10	4	5	C	C	"C, E"
348	"5
5"	"D, E"	"A, B, C"	b 56	"h
l
o"	"A, B, C"	E	"B, C, D"	"A, B, C, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7			5	3	9	3	3	B	B	"A, B, C, D, E"
349	"5
3
"	"D, E"	"A, B, C"	b myprogram.cpp:56	"h
l
o
"	E	E	"B, C, D"	"A, B, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	C	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	C	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	B	4	4	10	4	5	B	C	"C, E"
350	"5
3"	D	"A, B, C"	b 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, C, D"	3	"13, 12, 26, 5, 15, 18"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4		4	3		B	"A, B, C, E"
351	"5
3"	"D, E"	"A, B, C"	break 56	"h
l
o"	"B, C"	E	"B, C, D"	"A, B, C, F"	44	51	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	"A, B, C, D"	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	4	"mid
midterm
mad
mint
mind"	"B, D"	4	4	5	4	3	B	C	"C, E"
352	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	E	E	"B, C, D"	"C, D, E, F"	44	50	2	"A, C, D"	"B, D"	"E, C, L, B, F, A, G"	C	A	2	B	"A, B, C, D"	2	"13, 12, 18, 5, 15, 26"	2	1	A	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	8	"MAD
MID
MIDTERM
MIND
MINT"	"B, D"	4	4	10	4	5	B	C	"C, E"
353	"5
3"	D	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"A, B"	E	"B, C, D"	"A, B, D, F"	44	51	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	4		2	1	"A, C"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D"	7	"MAD
MID
MIDTERM
MIND
MINT"	"B, C, D"	4	4	7	6	8	C	B	"C, E"
354	"5
3"	"D, E"	"A, B, C"	break myprogram.cpp:56	"h
l
o"	"B, C, D"	E	"B, C, D"	"A, B, C, E, F"	44	49	2	"A, C, D"	"B, D"	"E, C, G, B, F, L, A"	C	A	2	B	"A, C, D"	3	"13, 12, 18, 5, 15, 26"	2	1	"A, D"	"26, 21, 34, 24, 28, 54"	"28, 26, 34, 21, 30, 54"	"A, B, C, D, E"	6	"MAD
MID
MIDTERM
MIND
MINT
"	"B, D"	4	4	10	4	5	B	C	"A, B, C"
